uniprot,gene,skin_score,tier,cell_type_preferred,worth_curating,evidence_exists_elsewhere,work_needed,druggable_class,structural_family,protein_class,description
Q9H6Y7,RNF167,0.4416489490916616,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",Ring finger protein 167
O94901,SUN1,0.4412646072460304,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Sad1 and UNC84 domain containing 1
P21145,MAL,0.441069874313777,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters","Mal, T cell differentiation protein"
P51003,PAPOLA,0.4408893537774494,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Poly(A) polymerase alpha
P00367,GLUD1,0.4405518443539731,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Glutamate dehydrogenase 1
P16870,CPE,0.440399729343077,medium,fibroblasts,True,False,literature or in-house data,True,False,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Carboxypeptidase E
Q8NG11,TSPAN14,0.4400794316263787,medium,lymphatic endothelial cells,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters",Tetraspanin 14
Q70CQ2,USP34,0.4398306862779462,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Ubiquitin specific peptidase 34
Q6NVY1,HIBCH,0.4391451855131997,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",3-hydroxyisobutyryl-CoA hydrolase
P24310,COX7A1,0.4384780819960115,medium,lymphatic endothelial cells,True,False,literature or in-house data,True,False,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Cytochrome c oxidase subunit 7A1
Q12955,ANK3,0.4379728191022145,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",Ankyrin 3
Q9NY35,CLDND1,0.4362514909380099,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Claudin domain containing 1
Q9P0P0,RNF181,0.4356482712418154,medium,melanocytes,True,False,literature or in-house data,True,False,"Enzymes, Predicted intracellular proteins",Ring finger protein 181
Q8N3Y7,SDR16C5,0.4355880502736245,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted membrane proteins",Short chain dehydrogenase/reductase family 16C member 5
P62714,PPP2CB,0.4353031974031145,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Predicted intracellular proteins",Protein phosphatase 2 catalytic subunit beta
O95807,TMEM50A,0.434250753142024,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters",Transmembrane protein 50A
P48448,ALDH3B2,0.433347895327293,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",Aldehyde dehydrogenase 3 family member B2
P81605,DCD,0.4329076479860079,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Plasma proteins, Predicted secreted proteins, Transporters",Dermcidin
Q9Y639,NPTN,0.4327320071135755,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Neuroplastin
P30414,NKTR,0.4319692034476027,medium,lymphatic endothelial cells,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Natural killer cell triggering receptor
Q8N3T1,GALNT15,0.4311925172918435,medium,fibroblasts,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Polypeptide N-acetylgalactosaminyltransferase 15
O15194,CTDSPL,0.4307131319066422,medium,lymphatic endothelial cells,True,False,literature or in-house data,True,False,"Enzymes, Plasma proteins, Predicted intracellular proteins",CTD small phosphatase like
P55345,PRMT2,0.4306660885291859,medium,melanocytes,True,False,literature or in-house data,True,False,"Enzymes, Predicted intracellular proteins",Protein arginine methyltransferase 2
Q969T4,UBE2E3,0.4290026605638994,medium,melanocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Ubiquitin conjugating enzyme E2 E3
O76062,TM7SF2,0.4289638398291999,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted membrane proteins",Transmembrane 7 superfamily member 2
P05120,SERPINB2,0.4289451221059795,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Cancer-related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins",Serpin family B member 2
P62253,UBE2G1,0.4284787793066367,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Ubiquitin conjugating enzyme E2 G1
Q9UBQ0,VPS29,0.4282318451203561,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters",VPS29 retromer complex component
Q6P1R4,DUS1L,0.4275479633181192,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Predicted intracellular proteins",Dihydrouridine synthase 1 like
Q9BZJ4,SLC25A39,0.4269266084416739,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Solute carrier family 25 member 39
Q15907,RAB11B,0.4258981855609905,medium,lymphatic endothelial cells,True,False,literature or in-house data,True,False,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins","RAB11B, member RAS oncogene family"
Q13530,SERINC3,0.4257948415781149,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters",Serine incorporator 3
Q9UIJ7,AK3,0.4241321489961561,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Adenylate kinase 3
Q9UJ70,NAGK,0.4238975074785323,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins",N-acetylglucosamine kinase
P49189,ALDH9A1,0.4235774682673212,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Aldehyde dehydrogenase 9 family member A1
Q13433,SLC39A6,0.4232476123333338,medium,melanocytes,True,False,literature or in-house data,True,False,"Metabolic proteins, Predicted membrane proteins, Transporters",Solute carrier family 39 member 6
O60637,TSPAN3,0.4230933303513142,medium,melanocytes,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Tetraspanin 3
O95084,PRSS23,0.422322693078932,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Serine protease 23
Q8NA29,MFSD2A,0.4213438404867853,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Major facilitator superfamily domain containing 2A
Q9UHY1,NRBP1,0.4201747042696704,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Essential proteins, Predicted intracellular proteins",Nuclear receptor binding protein 1
Q16394,EXT1,0.4200391492408913,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins",Exostosin glycosyltransferase 1
Q8N2I9,STK40,0.4199597739407533,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Predicted membrane proteins",Serine/threonine kinase 40
Q6DKJ4,NXN,0.4199106883545808,medium,lymphatic endothelial cells,True,False,literature or in-house data,True,False,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins",Nucleoredoxin
Q07954,LRP1,0.4194802937634942,medium,fibroblasts,True,False,literature or in-house data,True,False,"Candidate cardiovascular disease genes, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",LDL receptor related protein 1
Q8IWA5,SLC44A2,0.4193295558960499,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Solute carrier family 44 member 2
Q92503,SEC14L1,0.4190065923078898,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Plasma proteins, Predicted intracellular proteins, Transporters",SEC14 like lipid binding 1
O75911,DHRS3,0.4178732855729314,medium,fibroblasts,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",Dehydrogenase/reductase 3
O14595,CTDSP2,0.4174430765928174,medium,melanocytes,True,False,literature or in-house data,True,False,"Enzymes, Predicted intracellular proteins",CTD small phosphatase 2
Q9BV68,RNF126,0.4173072433577162,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Ring finger protein 126
Q3YBM2,TMEM176B,0.4165707898742109,medium,fibroblasts,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters",Transmembrane protein 176B
Q9NPA0,EMC7,0.4162297293424318,medium,melanocytes,True,False,literature or in-house data,True,False,"Essential proteins, Predicted membrane proteins, Transporters",ER membrane protein complex subunit 7
O75131,CPNE3,0.4158031127149121,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Plasma proteins, Predicted intracellular proteins, Transporters",Copine 3
Q8NBN3,TMEM87A,0.4156609134303092,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Transmembrane protein 87A
Q96B67,ARRDC3,0.4154565539202078,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Transporters",Arrestin domain containing 3
Q16829,DUSP7,0.4149981221216354,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Predicted intracellular proteins",Dual specificity phosphatase 7
