normalised,display_name,smiles,inchikey,source,is_ingredient_name
diethyl amine,diethyl-amine,CCNCC,HPNMFZURTQLUMO-UHFFFAOYSA-N,ChEMBL,False
diethyl ether,diethyl ether,CCOCC,RTZKZFJDLAIYFH-UHFFFAOYSA-N,ChEMBL,False
diethyl phthalate,diethyl phthalate,CCOC(=O)c1ccccc1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,ChEMBL,True
diethyl toluamide,diethyl toluamide,CCN(CC)C(=O)c1cccc(C)c1,MMOXZBCLCQITDF-UHFFFAOYSA-N,ChEMBL,True
diethylamine,diethylamine,CCNCC,HPNMFZURTQLUMO-UHFFFAOYSA-N,ChEMBL,True
diethylcathinone,diethylcathinone,CCN(CC)C(C)C(=O)c1ccccc1,XXEPPPIWZFICOJ-UHFFFAOYSA-N,ChEMBL,False
diethylhexyl butamido triazone,diethylhexyl butamido triazone,CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(C(=O)NC(C)(C)C)cc3)nc(Nc3ccc(C(=O)OCC(CC)CCCC)cc3)n2)cc1,OSCJHTSDLYVCQC-UHFFFAOYSA-N,ChEMBL,True
diethylhexyl butamido triazone inci,diethylhexyl butamido triazone (inci),CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(C(=O)NC(C)(C)C)cc3)nc(Nc3ccc(C(=O)OCC(CC)CCCC)cc3)n2)cc1,OSCJHTSDLYVCQC-UHFFFAOYSA-N,ChEMBL,False
diethylhexyl sodium sulfosuccinate,diethylhexyl sodium sulfosuccinate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,HNSDLXPSAYFUHK-UHFFFAOYSA-N,ChEMBL,True
diethylpropion,diethylpropion,CCN(CC)C(C)C(=O)c1ccccc1,XXEPPPIWZFICOJ-UHFFFAOYSA-N,ChEMBL,False
diethylpropion hcl,diethylpropion hcl,CCN(CC)C(C)C(=O)c1ccccc1,XXEPPPIWZFICOJ-UHFFFAOYSA-N,ChEMBL,False
diethylpropion hydrochloride,diethylpropion hydrochloride,CCN(CC)C(C)C(=O)c1ccccc1,XXEPPPIWZFICOJ-UHFFFAOYSA-N,ChEMBL,False
diethylpropion hydrochloride civ,diethylpropion hydrochloride civ,CCN(CC)C(C)C(=O)c1ccccc1,XXEPPPIWZFICOJ-UHFFFAOYSA-N,ChEMBL,False
diethylstilbestrol,diethylstilbestrol,CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,CEHDRGBLVBQUPH-UHFFFAOYSA-N,ChEMBL,True
diethylthiambutene,diethylthiambutene,CCN(CC)C(C)C=C(c1cccs1)c1cccs1,CBYWMRHUUVRIAF-UHFFFAOYSA-N,ChEMBL,True
diethyltoluamide,diethyltoluamide,CCN(CC)C(=O)c1cccc(C)c1,MMOXZBCLCQITDF-UHFFFAOYSA-N,ChEMBL,False
diethyltoluamidum,diethyltoluamidum,CCN(CC)C(=O)c1cccc(C)c1,MMOXZBCLCQITDF-UHFFFAOYSA-N,ChEMBL,False
dietilestilbestrol,dietilestilbestrol,CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,CEHDRGBLVBQUPH-UHFFFAOYSA-N,ChEMBL,False
dietiltiambuteno,dietiltiambuteno,CCN(CC)C(C)C=C(c1cccs1)c1cccs1,CBYWMRHUUVRIAF-UHFFFAOYSA-N,ChEMBL,False
dietiltoluamida,dietiltoluamida,CCN(CC)C(=O)c1cccc(C)c1,MMOXZBCLCQITDF-UHFFFAOYSA-N,ChEMBL,False
difenhidramina,difenhidramina,CN(C)CCOC(c1ccccc1)c1ccccc1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,ChEMBL,False
difenoxilato,difenoxilato,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,HYPPXZBJBPSRLK-UHFFFAOYSA-N,ChEMBL,False
difenoxin,difenoxin,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,UFIVBRCCIRTJTN-UHFFFAOYSA-N,ChEMBL,True
difenoxin hcl,difenoxin hcl,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,UFIVBRCCIRTJTN-UHFFFAOYSA-N,ChEMBL,False
difenoxin hydrochloride,difenoxin hydrochloride,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,UFIVBRCCIRTJTN-UHFFFAOYSA-N,ChEMBL,False
difenoxin hydrochloride component of motofen,difenoxin hydrochloride component of motofen,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,UFIVBRCCIRTJTN-UHFFFAOYSA-N,ChEMBL,False
difenoxina,difenoxina,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,UFIVBRCCIRTJTN-UHFFFAOYSA-N,ChEMBL,False
difenoxine,difenoxine,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,UFIVBRCCIRTJTN-UHFFFAOYSA-N,ChEMBL,False
difenoxine hydrochloride,difenoxine hydrochloride,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,UFIVBRCCIRTJTN-UHFFFAOYSA-N,ChEMBL,False
diferuloylmethane,diferuloylmethane,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,VFLDPWHFBUODDF-UHFFFAOYSA-N,ChEMBL,False
diffu k,diffu-k,[K+],NPYPAHLBTDXSSS-UHFFFAOYSA-N,ChEMBL,False
diflorasona,diflorasona,CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,BOBLHFUVNSFZPJ-UHFFFAOYSA-N,ChEMBL,False
diflorasone,diflorasone,CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,BOBLHFUVNSFZPJ-UHFFFAOYSA-N,ChEMBL,True
diflorasone diacetate,diflorasone diacetate,CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,BOBLHFUVNSFZPJ-UHFFFAOYSA-N,ChEMBL,False
digitoflavone,digitoflavone,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,IQPNAANSBPBGFQ-UHFFFAOYSA-N,ChEMBL,False
dihidrocodeina,dihidrocodeina,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,RBOXVHNMENFORY-UHFFFAOYSA-N,ChEMBL,False
dihydro d erythrosphingosine,dihydro-d-erythrosphingosine,CCCCCCCCCCCCCCCC(O)C(N)CO,OTKJDMGTUTTYMP-UHFFFAOYSA-N,GtoPdb,False
dihydrocarveol,dihydrocarveol,C=C(C)C1CCC(C)C(O)C1,KRCZYMFUWVJCLI-UHFFFAOYSA-N,GtoPdb,True
dihydrocarvone,dihydrocarvone,C=C(C)C1CCC(C)C(=O)C1,AZOCECCLWFDTAP-UHFFFAOYSA-N,ChEMBL,True
dihydrocholesterol,dihydrocholesterol,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,QYSXJUFSXHHAJI-UHFFFAOYSA-N,ChEMBL,True
dihydrocodeine,dihydrocodeine,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,RBOXVHNMENFORY-UHFFFAOYSA-N,ChEMBL,True
dihydrocodeine bitartrate,dihydrocodeine bitartrate,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,RBOXVHNMENFORY-UHFFFAOYSA-N,ChEMBL,False
dihydrocodeine bitartrate cii,dihydrocodeine bitartrate cii,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,RBOXVHNMENFORY-UHFFFAOYSA-N,ChEMBL,False
dihydrocodeine bitartrate component of dhc plus,dihydrocodeine bitartrate component of dhc plus,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,RBOXVHNMENFORY-UHFFFAOYSA-N,ChEMBL,False
dihydrocodeine bitartrate component of synalgos dc,dihydrocodeine bitartrate component of synalgos-dc,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,RBOXVHNMENFORY-UHFFFAOYSA-N,ChEMBL,False
dihydrocodeine bitartrate component of synalgos dc a,dihydrocodeine bitartrate component of synalgos-dc-a,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,RBOXVHNMENFORY-UHFFFAOYSA-N,ChEMBL,False
dihydrocodeine bitartrate component of trezix,dihydrocodeine bitartrate component of trezix,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,RBOXVHNMENFORY-UHFFFAOYSA-N,ChEMBL,False
dihydrocodeine hydrogen tartrate,dihydrocodeine hydrogen tartrate,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,RBOXVHNMENFORY-UHFFFAOYSA-N,ChEMBL,False
dihydrocodeine tartrate,dihydrocodeine tartrate,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,RBOXVHNMENFORY-UHFFFAOYSA-N,ChEMBL,False
dihydrocodeinone bitartrate,dihydrocodeinone bitartrate,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,LLPOLZWFYMWNKH-UHFFFAOYSA-N,ChEMBL,False
dihydrocodeinone enol acetate,dihydrocodeinone enol acetate,COc1ccc2c3c1OC1C(OC(C)=O)=CCC4C(C2)N(C)CCC314,RRJQTGHQFYTZOW-UHFFFAOYSA-N,ChEMBL,False
dihydrocoumarin,dihydrocoumarin,O=C1CCc2ccccc2O1,VMUXSMXIQBNMGZ-UHFFFAOYSA-N,ChEMBL,True
dihydrocuminic alcohol,dihydrocuminic alcohol,C=C(C)C1CC=C(CO)CC1,NDTYTMIUWGWIMO-UHFFFAOYSA-N,ChEMBL,False
dihydrodeoxymorphine,dihydrodeoxymorphine,CN1CCC23c4c5ccc(O)c4OC2CCCC3C1C5,LNNWVNGFPYWNQE-UHFFFAOYSA-N,ChEMBL,False
dihydrodesoxymorphine d,dihydrodesoxymorphine d,CN1CCC23c4c5ccc(O)c4OC2CCCC3C1C5,LNNWVNGFPYWNQE-UHFFFAOYSA-N,ChEMBL,False
dihydrofumaric acid,dihydrofumaric acid,O=C(O)CCC(=O)O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,ChEMBL,False
dihydrolone,dihydrolone,CC1C=C2CC(=O)CCC2C2CCC3(C)C(CCC3(C)O)C12,FFWSSPXMEMPHCV-UHFFFAOYSA-N,ChEMBL,False
dihydromorphine,dihydromorphine,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,IJVCSMSMFSCRME-UHFFFAOYSA-N,ChEMBL,True
dihydromyricetin,dihydromyricetin,O=C1C(O)c2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1,AWMNMVKFFWMAAM-UHFFFAOYSA-N,ChEMBL,True
dihydromyricetin dih myr,dihydromyricetin (dih-myr),O=C1C(O)c2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1,AWMNMVKFFWMAAM-UHFFFAOYSA-N,BindingDB,False
dihydrone,dihydrone,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,BRUQQQPBMZOVGD-UHFFFAOYSA-N,ChEMBL,False
dihydronorguaiaretic acid,dihydronorguaiaretic acid,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,HCZKYJDFEPMADG-UHFFFAOYSA-N,ChEMBL,False
dihydroquercetin,(+/-)-dihydroquercetin,O=C1C(O)c2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,BYVWXQRJRYELNP-UHFFFAOYSA-N,BindingDB,True
dihydroresveratrol,dihydroresveratrol,Oc1ccc(CCc2cc(O)cc(O)c2)cc1,HITJFUSPLYBJPE-UHFFFAOYSA-N,ChEMBL,True
dihydrosphingosine,dihydrosphingosine,CCCCCCCCCCCCCCCC(O)C(N)CO,OTKJDMGTUTTYMP-UHFFFAOYSA-N,GtoPdb,False
dihydrospingosine,dihydrospingosine,CCCCCCCCCCCCCCCC(O)C(N)CO,OTKJDMGTUTTYMP-UHFFFAOYSA-N,ChEMBL,False
dihydrospirorenone,dihydrospirorenone,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,METQSPRSQINEEU-UHFFFAOYSA-N,GtoPdb,False
dihydroxialumini carbonate,dihydroxialumini carbonate,O=C(O)O,BVKZGUZCCUSVTD-UHFFFAOYSA-N,ChEMBL,False
dihydroxialumini sodium carbonate,dihydroxialumini sodium carbonate,O=C(O)O,BVKZGUZCCUSVTD-UHFFFAOYSA-N,ChEMBL,False
dihydroxyacetone,dihydroxyacetone,O=C(CO)CO,RXKJFZQQPQGTFL-UHFFFAOYSA-N,ChEMBL,True
dihydroxymorphinone,dihydroxymorphinone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,UQCNKQCJZOAFTQ-UHFFFAOYSA-N,ChEMBL,False
diisopropanolamine,diisopropanolamine,CC(O)CNCC(C)O,LVTYICIALWPMFW-UHFFFAOYSA-N,ChEMBL,True
dilabron,dilabron,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,HUYWAWARQUIQLE-UHFFFAOYSA-N,ChEMBL,False
dilacor,dilacor,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilacor xr,dilacor xr,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilacor xr reg,dilacor-xr&reg;,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,GtoPdb,False
dilacort,dilacort,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,OIGNJSKKLXVSLS-UHFFFAOYSA-N,ChEMBL,False
diladel,diladel,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilator,dilator,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,ChEMBL,False
dilaudid,dilaudid,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,WVLOADHCBXTIJK-UHFFFAOYSA-N,ChEMBL,False
dilaudid hp,dilaudid-hp,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,WVLOADHCBXTIJK-UHFFFAOYSA-N,ChEMBL,False
dilaudid reg,dilaudid&reg;,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,WVLOADHCBXTIJK-UHFFFAOYSA-N,GtoPdb,False
dilavase,dilavase,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,ChEMBL,False
dilcardia sr,dilcardia sr,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilcardia xl,dilcardia xl,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilor,dilor,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,KSCFJBIXMNOVSH-UHFFFAOYSA-N,ChEMBL,False
dilor 400,dilor-400,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,KSCFJBIXMNOVSH-UHFFFAOYSA-N,ChEMBL,False
dilor reg,dilor&reg;,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,KSCFJBIXMNOVSH-UHFFFAOYSA-N,GtoPdb,False
dilospan s,dilospan s,Oc1cc(O)cc(O)c1,QCDYQQDYXPDABM-UHFFFAOYSA-N,ChEMBL,False
dilpral,dilpral,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilrene,dilrene,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilt cd,dilt-cd,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
diltiazem,diltiazem,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
diltiazem extended release,diltiazem extended release,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
diltiazem hcl,diltiazem hcl,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,True
diltiazem hydrochloride,diltiazem hydrochloride,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
diltiazem hydrochloride in dextrose 5,diltiazem hydrochloride in dextrose 5%,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
diltiazem malate,diltiazem malate,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
diltiazem malate component of teczem,diltiazem malate component of teczem,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
diltzac,diltzac,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilute hydrochloric acid,dilute hydrochloric acid,Cl,VEXZGXHMUGYJMC-UHFFFAOYSA-N,ChEMBL,False
diluted hydrochloric acid,diluted hydrochloric acid,Cl,VEXZGXHMUGYJMC-UHFFFAOYSA-N,ChEMBL,False
dilzem,dilzem,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilzem sr 120,dilzem sr 120,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilzem sr 60,dilzem sr 60,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilzem sr 90,dilzem sr 90,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilzem xl 120,dilzem xl 120,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilzem xl 180,dilzem xl 180,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilzem xl 240,dilzem xl 240,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dilzene,dilzene,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
dimantina,dimantina,CCCCCCCCCCCCCCCCCCN(C)C,NAPSCFZYZVSQHF-UHFFFAOYSA-N,ChEMBL,False
dimantine,dimantine,CCCCCCCCCCCCCCCCCCN(C)C,NAPSCFZYZVSQHF-UHFFFAOYSA-N,ChEMBL,False
dimefeptanol,dimefeptanol,CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,QIRAYNIFEOXSPW-UHFFFAOYSA-N,ChEMBL,False
dimehydrinate,dimehydrinate,CN(C)CCOC(c1ccccc1)c1ccccc1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,GtoPdb,False
dimenhidrinato,dimenhidrinato,CN(C)CCOC(c1ccccc1)c1ccccc1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,ChEMBL,False
dimenhydrinate,dimenhydrinate,CN(C)CCOC(c1ccccc1)c1ccccc1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,ChEMBL,False
dimenoxadol,dimenoxadol,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,RHUWRJWFHUKVED-UHFFFAOYSA-N,ChEMBL,True
dimenoxadole,dimenoxadole,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,RHUWRJWFHUKVED-UHFFFAOYSA-N,ChEMBL,False
dimepheptanol,dimepheptanol,CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,QIRAYNIFEOXSPW-UHFFFAOYSA-N,ChEMBL,True
dimetamfetamine,dimetamfetamine,CC(Cc1ccccc1)N(C)C,OBDSVYOSYSKVMX-UHFFFAOYSA-N,ChEMBL,True
dimetane dx,dimetane-dx,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
dimetanfetamina,dimetanfetamina,CC(Cc1ccccc1)N(C)C,OBDSVYOSYSKVMX-UHFFFAOYSA-N,ChEMBL,False
dimethibutin,dimethibutin,CC(C=C(c1cccs1)c1cccs1)N(C)C,CANBGVXYBPOLRR-UHFFFAOYSA-N,ChEMBL,False
dimethisteron,dimethisteron,CC#CC1(O)CCC2C3CC(C)=C4CC(=O)CCC4(C)C3CCC21C,IPLPGYDNMZTDLY-UHFFFAOYSA-N,ChEMBL,False
dimethisterone,dimethisterone,CC#CC1(O)CCC2C3CC(C)=C4CC(=O)CCC4(C)C3CCC21C,IPLPGYDNMZTDLY-UHFFFAOYSA-N,ChEMBL,True
dimethisterone anhydrous,dimethisterone anhydrous,CC#CC1(O)CCC2C3CC(C)=C4CC(=O)CCC4(C)C3CCC21C,IPLPGYDNMZTDLY-UHFFFAOYSA-N,ChEMBL,False
dimethisterone monohydrate,dimethisterone monohydrate,CC#CC1(O)CCC2C3CC(C)=C4CC(=O)CCC4(C)C3CCC21C,IPLPGYDNMZTDLY-UHFFFAOYSA-N,ChEMBL,False
dimethophrine,dimethophrine,CNCC(O)c1cc(OC)c(O)c(OC)c1,ZKGDBJAHIIXDDW-UHFFFAOYSA-N,ChEMBL,False
dimethyl 2 1 phenyl 1 pyridin 2 yl ethoxy ethyl amine,dimethyl({2-[1-phenyl-1-(pyridin-2-yl)ethoxy]ethyl})amine,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,HCFDWZZGGLSKEP-UHFFFAOYSA-N,GtoPdb,False
dimethyl 2 2 2 methyl 4 2 4 4 trimethylpentan 2 yl phenoxy ethoxy ethyl phenylmethyl azanium chloride,"dimethyl-[2-[2-[2-methyl-4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethyl]-(phenylmethyl)azanium;chloride",Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1,UQOOPIMXBSPVJI-UHFFFAOYSA-N,BindingDB,False
dimethyl 2 6 dimethyl 4 2 nitrophenyl 1 4 dihydropyridine 3 5 dicarboxylate,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],OSUCQKNXQBPLDG-UHFFFAOYSA-N,GtoPdb,False
dimethyl 2 methylidenebutanedioate,dimethyl 2-methylidenebutanedioate,C=C(CC(=O)OC)C(=O)OC,ZWWQRMFIZFPUAA-UHFFFAOYSA-N,GtoPdb,False
dimethyl e but 2 enedioate,dimethyl (e)-but-2-enedioate,COC(=O)C=CC(=O)OC,LDCRTTXIJACKKU-UHFFFAOYSA-N,GtoPdb,False
dimethyl fumar,dimethyl fumar,COC(=O)C=CC(=O)OC,LDCRTTXIJACKKU-UHFFFAOYSA-N,ChEMBL,False
dimethyl fumarate,dimethyl fumarate,COC(=O)C=CC(=O)OC,LDCRTTXIJACKKU-UHFFFAOYSA-N,ChEMBL,False
dimethyl fumarate accord,dimethyl fumarate accord,COC(=O)C=CC(=O)OC,LDCRTTXIJACKKU-UHFFFAOYSA-N,ChEMBL,False
dimethyl fumarate mylan,dimethyl fumarate mylan,COC(=O)C=CC(=O)OC,LDCRTTXIJACKKU-UHFFFAOYSA-N,ChEMBL,False
dimethyl fumarate neuraxpharm,dimethyl fumarate neuraxpharm,COC(=O)C=CC(=O)OC,LDCRTTXIJACKKU-UHFFFAOYSA-N,ChEMBL,False
dimethyl fumarate polpharma,dimethyl fumarate polpharma,COC(=O)C=CC(=O)OC,LDCRTTXIJACKKU-UHFFFAOYSA-N,ChEMBL,False
dimethyl fumarate teva,dimethyl fumarate teva,COC(=O)C=CC(=O)OC,LDCRTTXIJACKKU-UHFFFAOYSA-N,ChEMBL,False
dimethyl itaconate,dimethyl itaconate,C=C(CC(=O)OC)C(=O)OC,ZWWQRMFIZFPUAA-UHFFFAOYSA-N,GtoPdb,True
dimethyl ketone,dimethyl ketone,CC(C)=O,CSCPPACGZOOCGX-UHFFFAOYSA-N,ChEMBL,False
dimethyl maleate,dimethyl maleate,COC(=O)C=CC(=O)OC,LDCRTTXIJACKKU-UHFFFAOYSA-N,ChEMBL,True
dimethyl mea,dimethyl mea,CC(=O)NC(CCC(=O)O)C(=O)O,RFMMMVDNIPUKGG-UHFFFAOYSA-N,ChEMBL,True
dimethyl o phthalate,dimethyl o-phthalate,COC(=O)c1ccccc1C(=O)OC,NIQCNGHVCWTJSM-UHFFFAOYSA-N,ChEMBL,False
dimethyl phthalate,dimethyl phthalate,COC(=O)c1ccccc1C(=O)OC,NIQCNGHVCWTJSM-UHFFFAOYSA-N,ChEMBL,True
dimethyl stearamine,dimethyl stearamine,CCCCCCCCCCCCCCCCCCN(C)C,NAPSCFZYZVSQHF-UHFFFAOYSA-N,ChEMBL,True
dimethyl succinate,dimethyl succinate,COC(=O)CCC(=O)OC,MUXOBHXGJLMRAB-UHFFFAOYSA-N,ChEMBL,True
dimethyl sulfone,dimethyl sulfone,CS(C)(=O)=O,HHVIBTZHLRERCL-UHFFFAOYSA-N,ChEMBL,True
dimethyl sulfoxide,dimethyl sulfoxide,C[S+](C)[O-],IAZDPXIOMUYVGZ-UHFFFAOYSA-N,ChEMBL,False
dimethylamine,dimethylamine,CNC,ROSDSFDQCJNGOL-UHFFFAOYSA-N,BindingDB,True
dimethylamine hcl,dimethylamine hcl,CNC,ROSDSFDQCJNGOL-UHFFFAOYSA-N,ChEMBL,False
